CALON LEGISLATIF,KABUPATEN,KECAMATAN,SUARA
"LAMPITA PAKPAHAN, S.H.",KOTA PEKANBARU,TENAYAN RAYA,978
"LAMPITA PAKPAHAN, S.H.",KOTA PEKANBARU,TUAHMADANI,523
"LAMPITA PAKPAHAN, S.H.",KAMPAR,BANGKINANG,46
"LAMPITA PAKPAHAN, S.H.",KAMPAR,BANGKINANG KOTA,86
"LAMPITA PAKPAHAN, S.H.",KAMPAR,GUNUNG SAHILAN,127
"LAMPITA PAKPAHAN, S.H.",KAMPAR,KAMPA,52
"LAMPITA PAKPAHAN, S.H.",KAMPAR,KAMPAR,38
"LAMPITA PAKPAHAN, S.H.",KAMPAR,KAMPAR KIRI,164
"LAMPITA PAKPAHAN, S.H.",KAMPAR,KAMPAR KIRI HILIR,81
"LAMPITA PAKPAHAN, S.H.",KAMPAR,KAMPAR KIRI HULU,25
"LAMPITA PAKPAHAN, S.H.",KAMPAR,KAMPAR KIRI TENGAH,73
"LAMPITA PAKPAHAN, S.H.",KAMPAR,KAMPAR UTARA,9
"LAMPITA PAKPAHAN, S.H.",KAMPAR,KOTO KAMPAR HULU,82
"LAMPITA PAKPAHAN, S.H.",KAMPAR,KUOK,17
"LAMPITA PAKPAHAN, S.H.",KAMPAR,PERHENTIAN RAJA,222
"LAMPITA PAKPAHAN, S.H.",KAMPAR,RUMBIO JAYA,71
"LAMPITA PAKPAHAN, S.H.",KAMPAR,SALO,20
"LAMPITA PAKPAHAN, S.H.",KAMPAR,SIAK HULU,984
"LAMPITA PAKPAHAN, S.H.",KAMPAR,TAMBANG,114
"LAMPITA PAKPAHAN, S.H.",KAMPAR,TAPUNG,"1,466"
"LAMPITA PAKPAHAN, S.H.",KAMPAR,TAPUNG HILIR,578
"LAMPITA PAKPAHAN, S.H.",KAMPAR,TAPUNG HULU,"1,607"
"LAMPITA PAKPAHAN, S.H.",KAMPAR,XIII KOTO KAMPAR,61
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,BATANG CENAKU,452
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,BATANG GANGSAL,441
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,BATANG PERANAP,501
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,KELAYANG,205
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,KUALA CENAKU,79
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,LIRIK,103
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,LUBUK BATU JAYA,76
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,PASIR PENYU,154
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,PERANAP,354
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,RAKIT KULIM,340
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,RENGAT,139
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,RENGAT BARAT,198
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,SIBERIDA,165
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HULU,SUNGAI LALA,26
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,BATANG TUAKA,84
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,CONCONG,29
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,ENOK,81
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,GAUNG,43
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,GAUNG ANAK SERKA,34
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,KATEMAN,78
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,KEMPAS,82
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,KEMUNING,88
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,KERITANG,83
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,KUALA INDRAGIRI,71
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,MANDAH,145
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,PELANGIRAN,77
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,PULAU BURUNG,63
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,RETEH,47
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,SUNGAI BATANG,25
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,TANAH MERAH,74
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,TELUK BELENGKONG,37
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,TEMBILAHAN,121
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,TEMBILAHAN HULU,99
"LAMPITA PAKPAHAN, S.H.",INDRAGIRI HILIR,TEMPULING,90
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,BAGAN SINEMBAH RAYA,49
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,BAGANSINEMBAH,976
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,BALAI JAYA,163
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,BANGKO,129
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,BANGKO PUSAKO,69
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,BATU HAMPAR,9
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,KUBU,21
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,KUBU BABUSSALAM,35
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,PASIR LIMAU KAPAS,124
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,PEKAITAN,38
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,PUJUD,292
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,RANTAU KOPAR,2
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,RIMBA MELINTANG,48
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,SIMPANG KANAN,120
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,SINABOI,131
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,TANAH PUTIH,363
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,TANAH PUTIH TANJUNG MELAWAN,7
"LAMPITA PAKPAHAN, S.H.",ROKAN HILIR,TANJUNG MEDAN,171
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,BANGUN PURBA,564
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,BONAI DARUSSALAM,412
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,KABUN,"1,402"
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,KEPENUHAN,201
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,KEPENUHAN HULU,183
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,KUNTO DARUSSALAM,"1,224"
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,PAGARAN TAPAH DARUSSALAM,883
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,PENDALIAN IV KOTO,"1,103"
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,RAMBAH,962
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,RAMBAH HILIR,92
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,RAMBAH SAMO,64
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,ROKAN IV KOTO,60
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,TAMBUSAI,"1,880"
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,TAMBUSAI UTARA,"1,279"
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,TANDUN,"2,249"
"LAMPITA PAKPAHAN, S.H.",ROKAN HULU,UJUNG BATU,"1,715"
"LAMPITA PAKPAHAN, S.H.",KOTA DUMAI,BUKIT KAPUR,410
"LAMPITA PAKPAHAN, S.H.",KOTA DUMAI,DUMAI BARAT,146
"LAMPITA PAKPAHAN, S.H.",KOTA DUMAI,DUMAI KOTA,250
"LAMPITA PAKPAHAN, S.H.",KOTA DUMAI,DUMAI SELATAN,958
"LAMPITA PAKPAHAN, S.H.",KOTA DUMAI,DUMAI TIMUR,513
"LAMPITA PAKPAHAN, S.H.",KOTA DUMAI,MEDANG KAMPAI,150
"LAMPITA PAKPAHAN, S.H.",KOTA DUMAI,SUNGAI SEMBILAN,185
"LAMPITA PAKPAHAN, S.H.",BENGKALIS,BANDAR LAKSAMANA,37
"LAMPITA PAKPAHAN, S.H.",BENGKALIS,BANTAN,53
"LAMPITA PAKPAHAN, S.H.",BENGKALIS,BATHIN SOLAPAN,568
"LAMPITA PAKPAHAN, S.H.",BENGKALIS,BENGKALIS,47
"LAMPITA PAKPAHAN, S.H.",BENGKALIS,BUKIT BATU,80
"LAMPITA PAKPAHAN, S.H.",BENGKALIS,MANDAU,333
"LAMPITA PAKPAHAN, S.H.",BENGKALIS,PINGGIR,402
"LAMPITA PAKPAHAN, S.H.",BENGKALIS,RUPAT,123
"LAMPITA PAKPAHAN, S.H.",BENGKALIS,RUPAT UTARA,129
"LAMPITA PAKPAHAN, S.H.",BENGKALIS,SIAK KECIL,54
"LAMPITA PAKPAHAN, S.H.",BENGKALIS,TALANG MUANDAU,107
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,BENAI,21
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,CERENTI,31
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,GUNUNGTOAR,16
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,HULU KUANTAN,59
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,INUMAN,11
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,KUANTAN HILIR,12
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,KUANTAN HILIR SEBERANG,14
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,KUANTAN MUDIK,32
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,KUANTAN TENGAH,35
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,LOGAS TANAH DARAT,103
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,PANGEAN,130
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,PUCUK RANTAU,56
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,SENTAJO RAYA,50
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,SINGINGI,56
"LAMPITA PAKPAHAN, S.H.",KUANTAN SINGINGI,SINGINGI HILIR,137
"LAMPITA PAKPAHAN, S.H.",PELALAWAN,BANDAR PETALANGAN,109
"LAMPITA PAKPAHAN, S.H.",PELALAWAN,BANDAR SEI KIJANG,130
"LAMPITA PAKPAHAN, S.H.",PELALAWAN,BUNUT,62
"LAMPITA PAKPAHAN, S.H.",PELALAWAN,KERUMUTAN,105
"LAMPITA PAKPAHAN, S.H.",PELALAWAN,KUALA KAMPAR,79
"LAMPITA PAKPAHAN, S.H.",PELALAWAN,LANGGAM,117
"LAMPITA PAKPAHAN, S.H.",PELALAWAN,PANGKALAN KERINCI,"1,052"
"LAMPITA PAKPAHAN, S.H.",PELALAWAN,PANGKALAN KURAS,990
"LAMPITA PAKPAHAN, S.H.",PELALAWAN,PANGKALAN LESUNG,79
"LAMPITA PAKPAHAN, S.H.",PELALAWAN,PELALAWAN,201
"LAMPITA PAKPAHAN, S.H.",PELALAWAN,TELUK MERANTI,54
"LAMPITA PAKPAHAN, S.H.",PELALAWAN,UKUI,141
"LAMPITA PAKPAHAN, S.H.",SIAK,BUNGA RAYA,1
"LAMPITA PAKPAHAN, S.H.",SIAK,DAYUN,186
"LAMPITA PAKPAHAN, S.H.",SIAK,KANDIS,328
"LAMPITA PAKPAHAN, S.H.",SIAK,KERINCI KANAN,75
"LAMPITA PAKPAHAN, S.H.",SIAK,KOTO GASIB,4
"LAMPITA PAKPAHAN, S.H.",SIAK,LUBUK DALAM,126
"LAMPITA PAKPAHAN, S.H.",SIAK,MEMPURA,33
"LAMPITA PAKPAHAN, S.H.",SIAK,MINAS,"1,280"
"LAMPITA PAKPAHAN, S.H.",SIAK,PUSAKO,6
"LAMPITA PAKPAHAN, S.H.",SIAK,SABAK AUH,1
"LAMPITA PAKPAHAN, S.H.",SIAK,SIAK,61
"LAMPITA PAKPAHAN, S.H.",SIAK,SUNGAI APIT,62
"LAMPITA PAKPAHAN, S.H.",SIAK,SUNGAI MANDAU,51
"LAMPITA PAKPAHAN, S.H.",SIAK,TUALANG,627
"LAMPITA PAKPAHAN, S.H.",KEPULAUAN MERANTI,MERBAU,58
"LAMPITA PAKPAHAN, S.H.",KEPULAUAN MERANTI,PULAUMERBAU,96
"LAMPITA PAKPAHAN, S.H.",KEPULAUAN MERANTI,RANGSANG,78
"LAMPITA PAKPAHAN, S.H.",KEPULAUAN MERANTI,RANGSANG BARAT,50
"LAMPITA PAKPAHAN, S.H.",KEPULAUAN MERANTI,RANGSANG PESISIR,111
"LAMPITA PAKPAHAN, S.H.",KEPULAUAN MERANTI,TASIK PUTRI PUYU,124
"LAMPITA PAKPAHAN, S.H.",KEPULAUAN MERANTI,TEBING TINGGI,366
"LAMPITA PAKPAHAN, S.H.",KEPULAUAN MERANTI,TEBING TINGGI BARAT,83
"LAMPITA PAKPAHAN, S.H.",KEPULAUAN MERANTI,TEBING TINGGI TIMUR,101
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,BINAWIDYA,520
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,BUKIT RAYA,967
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,KULIM,291
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,LIMA PULUH,236
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,MARPOYAN DAMAI,"1,491"
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,PAYUNG SEKAKI,301
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,PEKANBARU KOTA,281
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,RUMBAI,607
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,RUMBAI BARAT,130
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,RUMBAI TIMUR,523
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,SAIL,163
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,SENAPELAN,280
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,SUKAJADI,327
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,TENAYAN RAYA,547
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA PEKANBARU,TUAHMADANI,"1,079"
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,BANGKINANG,39
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,BANGKINANG KOTA,149
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,GUNUNG SAHILAN,93
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,KAMPA,101
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,KAMPAR,120
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,KAMPAR KIRI,120
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,KAMPAR KIRI HILIR,240
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,KAMPAR KIRI HULU,20
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,KAMPAR KIRI TENGAH,80
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,KAMPAR UTARA,35
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,KOTO KAMPAR HULU,54
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,KUOK,82
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,PERHENTIAN RAJA,70
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,RUMBIO JAYA,59
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,SALO,16
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,SIAK HULU,347
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,TAMBANG,233
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,TAPUNG,724
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,TAPUNG HILIR,240
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,TAPUNG HULU,215
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KAMPAR,XIII KOTO KAMPAR,37
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,BATANG CENAKU,179
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,BATANG GANGSAL,114
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,BATANG PERANAP,45
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,KELAYANG,176
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,KUALA CENAKU,84
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,LIRIK,94
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,LUBUK BATU JAYA,78
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,PASIR PENYU,99
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,PERANAP,113
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,RAKIT KULIM,68
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,RENGAT,330
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,RENGAT BARAT,198
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,SIBERIDA,164
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HULU,SUNGAI LALA,34
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,BATANG TUAKA,102
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,CONCONG,32
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,ENOK,65
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,GAUNG,54
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,GAUNG ANAK SERKA,53
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,KATEMAN,96
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,KEMPAS,64
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,KEMUNING,48
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,KERITANG,71
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,KUALA INDRAGIRI,56
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,MANDAH,82
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,PELANGIRAN,78
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,PULAU BURUNG,43
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,RETEH,80
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,SUNGAI BATANG,19
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,TANAH MERAH,83
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,TELUK BELENGKONG,20
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,TEMBILAHAN,156
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,TEMBILAHAN HULU,149
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",INDRAGIRI HILIR,TEMPULING,120
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,BAGAN SINEMBAH RAYA,48
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,BAGANSINEMBAH,202
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,BALAI JAYA,31
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,BANGKO,184
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,BANGKO PUSAKO,47
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,BATU HAMPAR,10
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,KUBU,54
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,KUBU BABUSSALAM,22
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,PASIR LIMAU KAPAS,78
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,PEKAITAN,28
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,PUJUD,123
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,RANTAU KOPAR,3
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,RIMBA MELINTANG,21
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,SIMPANG KANAN,155
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,SINABOI,22
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,TANAH PUTIH,340
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,TANAH PUTIH TANJUNG MELAWAN,19
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HILIR,TANJUNG MEDAN,45
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,BANGUN PURBA,24
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,BONAI DARUSSALAM,63
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,KABUN,126
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,KEPENUHAN,139
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,KEPENUHAN HULU,63
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,KUNTO DARUSSALAM,173
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,PAGARAN TAPAH DARUSSALAM,70
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,PENDALIAN IV KOTO,58
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,RAMBAH,126
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,RAMBAH HILIR,39
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,RAMBAH SAMO,28
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,ROKAN IV KOTO,60
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,TAMBUSAI,144
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,TAMBUSAI UTARA,162
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,TANDUN,95
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",ROKAN HULU,UJUNG BATU,570
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA DUMAI,BUKIT KAPUR,197
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA DUMAI,DUMAI BARAT,132
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA DUMAI,DUMAI KOTA,173
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA DUMAI,DUMAI SELATAN,177
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA DUMAI,DUMAI TIMUR,243
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA DUMAI,MEDANG KAMPAI,78
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KOTA DUMAI,SUNGAI SEMBILAN,80
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",BENGKALIS,BANDAR LAKSAMANA,62
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",BENGKALIS,BANTAN,41
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",BENGKALIS,BATHIN SOLAPAN,408
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",BENGKALIS,BENGKALIS,51
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",BENGKALIS,BUKIT BATU,196
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",BENGKALIS,MANDAU,114
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",BENGKALIS,PINGGIR,58
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",BENGKALIS,RUPAT,77
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",BENGKALIS,RUPAT UTARA,98
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",BENGKALIS,SIAK KECIL,61
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",BENGKALIS,TALANG MUANDAU,17
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,BENAI,14
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,CERENTI,23
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,GUNUNGTOAR,26
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,HULU KUANTAN,34
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,INUMAN,15
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,KUANTAN HILIR,21
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,KUANTAN HILIR SEBERANG,14
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,KUANTAN MUDIK,49
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,KUANTAN TENGAH,32
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,LOGAS TANAH DARAT,84
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,PANGEAN,96
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,PUCUK RANTAU,7
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,SENTAJO RAYA,47
"H. MARJONI HENDRI, S.P.,M.Tr.I.P.",KUANTAN SINGINGI,SINGINGI,81
